13,Jasper County,14588
13,Jeff Davis County,14779
13,Jefferson County,15709
13,Jenkins County,8674
13,Johnson County,9189
13,Jones County,28347
13,Lamar County,18500
13,Lanier County,9877
13,Laurens County,49570
13,Lee County,33163
13,Liberty County,65256
13,Lincoln County,7690
13,Long County,16168
13,Lowndes County,118251
13,Lumpkin County,33488
13,McDuffie County,21632
13,McIntosh County,10975
13,Macon County,12082
13,Madison County,30120
13,Marion County,7498
13,Meriwether County,20613
13,Miller County,6000
13,Mitchell County,21755
13,Monroe County,27957
13,Montgomery County,8610
13,Morgan County,20097
13,Murray County,39973
13,Muscogee County,206922
13,Newton County,112483
13,Oconee County,41799
13,Oglethorpe County,14825
13,Paulding County,168661
13,Peach County,27981
13,Pickens County,33216
13,Pierce County,19716
13,Pike County,18889
13,Polk County,42853
13,Pulaski County,9855
13,Putnam County,22047
13,Quitman County,2235
13,Rabun County,16883
13,Randolph County,6425
13,Richmond County,206607
13,Rockdale County,93570
13,Schley County,4547
13,Screven County,14067
13,Seminole County,9147
13,Spalding County,67306
13,Stephens County,26784
13,Stewart County,5314
13,Sumter County,29616
13,Talbot County,5733
13,Taliaferro County,1559
13,Tattnall County,22842
13,Taylor County,7816
13,Telfair County,12477
13,Terrell County,9185
13,Thomas County,45798
13,Tift County,41344
13,Toombs County,27030
13,Towns County,12493
13,Treutlen County,6406
13,Troup County,69426
13,Turner County,9006
13,Twiggs County,8022
13,Union County,24632
13,Upson County,27700
13,Walker County,67654
13,Walton County,96673
13,Ware County,36251
13,Warren County,5215
13,Washington County,19988
13,Wayne County,30144
13,Webster County,2348
13,Wheeler County,7471
13,White County,28003
13,Whitfield County,102864
13,Wilcox County,8766
13,Wilkes County,9565
13,Wilkinson County,8877
13,Worth County,20784
15,Hawaii County,200629
15,Honolulu County,1016508
15,Kalawao County,82
15,Kauai County,73298
15,Maui County,164754
16,Ada County,494967
16,Adams County,4379
16,Bannock County,87018
16,Bear Lake County,6372
16,Benewah County,9530
16,Bingham County,47992
16,Blaine County,24272
16,Boise County,7610
16,Bonner County,47110
16,Bonneville County,123964
16,Boundary County,12056
16,Butte County,2574
16,Camas County,1077
16,Canyon County,231105
16,Caribou County,7027
16,Cassia County,24655
16,Clark County,790
16,Clearwater County,8734
16,Custer County,4275
16,Elmore County,28666
16,Franklin County,14194
16,Fremont County,13388
16,Gem County,19123
16,Gooding County,15598
16,Idaho County,16541
16,Jefferson County,30891
16,Jerome County,24237
16,Kootenai County,171362
16,Latah County,39517
16,Lemhi County,7974
16,Lewis County,3533
16,Lincoln County,5127
16,Madison County,52913
16,Minidoka County,21613
16,Nez Perce County,42090
16,Oneida County,4564
16,Owyhee County,11913
16,Payette County,25386
16,Power County,7878
16,Shoshone County,13169
16,Teton County,11630
16,Twin Falls County,90046
16,Valley County,11746
16,Washington County,10500
17,Adams County,65737
17,Alexander County,5240
17,Bond County,16725
17,Boone County,53448
17,Brown County,6244
17,Bureau County,33244
17,Calhoun County,4437
17,Carroll County,15702
17,Cass County,13042
17,Champaign County,205865
17,Christian County,34032
17,Clark County,15455
17,Clay County,13288
17,Clinton County,36899
17,Coles County,46863
17,Cook County,5275541
17,Crawford County,18679
17,Cumberland County,10450
17,DeKalb County,100420
17,De Witt County,15516
17,Douglas County,19740
17,DuPage County,932877
17,Edgar County,16866
17,Edwards County,6245
17,Effingham County,34668
17,Fayette County,21488
17,Ford County,13534
17,Franklin County,37804
17,Fulton County,33609
17,Gallatin County,4946
17,Greene County,11985
17,Grundy County,52533
17,Hamilton County,7993
17,Hancock County,17620
17,Hardin County,3649
17,Henderson County,6387
17,Henry County,49284
17,Iroquois County,27077
17,Jackson County,52974
17,Jasper County,9287
17,Jefferson County,37113
17,Jersey County,21512
17,Jo Daviess County,22035
17,Johnson County,13308
17,Kane County,516522
17,Kankakee County,107502
17,Kendall County,131869
17,Knox County,49967
17,Lake County,714342
17,LaSalle County,109658
17,Lawrence County,15280
17,Lee County,34145
17,Livingston County,35815
17,Logan County,27987
17,McDonough County,27238
17,McHenry County,310229
17,McLean County,170954
17,Macon County,103998
17,Macoupin County,44967
17,Madison County,265859
17,Marion County,37729
17,Marshall County,11742
17,Mason County,13086
17,Massac County,14169
17,Menard County,12297
17,Mercer County,15699
17,Monroe County,34962
17,Montgomery County,28288
17,Morgan County,32915
17,Moultrie County,14526
17,Ogle County,51788
17,Peoria County,181830
17,Perry County,20945
17,Piatt County,16673
17,Pike County,14739
17,Pope County,3763
17,Pulaski County,5193
17,Putnam County,5637
17,Randolph County,30163
17,Richland County,15813
17,Rock Island County,144672
17,St. Clair County,257400
17,Saline County,23768
17,Sangamon County,196343
17,Schuyler County,6902
17,Scott County,4949
17,Shelby County,20990
17,Stark County,5400
17,Stephenson County,44630
17,Tazewell County,131343
17,Union County,17244
17,Vermilion County,74188
17,Wabash County,11361
17,Warren County,16835
17,Washington County,13761
17,Wayne County,16179
17,White County,13877
17,Whiteside County,55691
17,Will County,696355
17,Williamson County,67153
17,Winnebago County,285350
17,Woodford County,38467
18,Adams County,35809
18,Allen County,385410
18,Bartholomew County,82208
18,Benton County,8719
18,Blackford County,12112
18,Boone County,70812
18,Brown County,15475
18,Carroll County,20306
18,Cass County,37870
18,Clark County,121093
18,Clay County,26466
18,Clinton County,33190
18,Crawford County,10526
18,Daviess County,33381
18,Dearborn County,50679
18,Decatur County,26472
18,DeKalb County,43265
18,Delaware County,111903
18,Dubois County,43637
18,Elkhart County,207047
18,Fayette County,23398
18,Floyd County,80484
18,Fountain County,16479
18,Franklin County,22785
18,Fulton County,20480
18,Gibson County,33011
18,Grant County,66674
18,Greene County,30803
18,Hamilton County,347467
18,Hancock County,79840
18,Harrison County,39654
18,Hendricks County,174788
18,Henry County,48914
18,Howard County,83658
18,Huntington County,36662
18,Jackson County,46428
18,Jasper County,32918
18,Jay County,20478
18,Jefferson County,33147
18,Jennings County,27613
18,Johnson County,161765
18,Knox County,36282
18,Kosciusko County,80240
18,LaGrange County,40446
18,Lake County,498700
18,LaPorte County,112417
18,Lawrence County,45011
18,Madison County,130129
18,Marion County,977203
18,Marshall County,46095
18,Martin County,9812
18,Miami County,35962
18,Monroe County,139718
18,Montgomery County,37936
18,Morgan County,71780
18,Newton County,13830
18,Noble County,47457
18,Ohio County,5940
18,Orange County,19867
18,Owen County,21321
18,Parke County,16156
18,Perry County,19170
18,Pike County,12250
18,Porter County,173215
18,Posey County,25222
18,Pulaski County,12514
18,Putnam County,36726
18,Randolph County,24502
18,Ripley County,28995
18,Rush County,16752
18,St. Joseph County,272912
18,Scott County,24384
18,Shelby County,45055
18,Spencer County,19810
18,Starke County,23371
18,Steuben County,34435
18,Sullivan County,20817
18,Switzerland County,9737
18,Tippecanoe County,186251
18,Tipton County,15359
18,Union County,7087
18,Vanderburgh County,180136
18,Vermillion County,15439
18,Vigo County,106153
18,Wabash County,30976
18,Warren County,8440
18,Warrick County,63898
18,Washington County,28182
18,Wayne County,66553
18,Wells County,28180
18,White County,24688
18,Whitley County,34191
19,Adair County,7496
19,Adams County,3704
19,Allamakee County,14061
19,Appanoose County,12317
19,Audubon County,5674
19,Benton County,25575
19,Black Hawk County,131144
19,Boone County,26715
19,Bremer County,24988
19,Buchanan County,20565
19,Buena Vista County,20823
19,Butler County,14334
19,Calhoun County,9927
19,Carroll County,20760
19,Cass County,13127
19,Cedar County,18505
19,Cerro Gordo County,43127
19,Cherokee County,11658
19,Chickasaw County,12012
19,Clarke County,9748
19,Clay County,16384
19,Clayton County,17043
19,Clinton County,46460
19,Crawford County,16525
19,Dallas County,99678
19,Davis County,9110
19,Decatur County,7645
19,Delaware County,17488
19,Des Moines County,38910
19,Dickinson County,17703
19,Dubuque County,99266
19,Emmet County,9388
19,Fayette County,19509
19,Floyd County,15627
19,Franklin County,10019
19,Fremont County,6605
19,Greene County,8771
19,Grundy County,12329
19,Guthrie County,10623
19,Hamilton County,15039
19,Hancock County,10795
19,Hardin County,16878
19,Harrison County,14582
19,Henry County,20482
19,Howard County,9469
19,Humboldt County,9597
19,Ida County,7005
19,Iowa County,16662
19,Jackson County,19485
19,Jasper County,37813
19,Jefferson County,15663
19,Johnson County,152854
19,Jones County,20646
19,Keokuk County,10033
19,Kossuth County,14828
19,Lee County,33555
19,Linn County,230299
19,Louisa County,10837
19,Lucas County,8634
19,Lyon County,11934
19,Madison County,16548
19,Mahaska County,22190
19,Marion County,33414
19,Marshall County,40105
19,Mills County,14484
19,Mitchell County,10565
19,Monona County,8751
19,Monroe County,7577
19,Montgomery County,10330
19,Muscatine County,43235
19,O'Brien County,14182
19,Osceola County,6192
19,Page County,15211
19,Palo Alto County,8996
19,Plymouth County,25698
19,Pocahontas County,7078
19,Polk County,492401
19,Pottawattamie County,93667
19,Poweshiek County,18662
19,Ringgold County,4663
19,Sac County,9814
19,Scott County,174669
19,Shelby County,11746
19,Sioux County,35872
19,Story County,98537
19,Tama County,17135
19,Taylor County,5896
19,Union County,12138
19,Van Buren County,7203
19,Wapello County,35437
19,Warren County,52403
19,Washington County,22565
19,Wayne County,6497
19,Webster County,36999
19,Winnebago County,10679
19,Winneshiek County,20070
19,Woodbury County,105941
19,Worth County,7443
19,Wright County,12943
20,Allen County,12526
20,Anderson County,7836
20,Atchison County,16348
20,Barber County,4228
20,Barton County,25493
20,Bourbon County,14360
20,Brown County,9508
20,Butler County,67380
20,Chase County,2572
20,Chautauqua County,3379
20,Cherokee County,19362
20,Cheyenne County,2616
20,Clark County,1991
20,Clay County,8117
20,Cloud County,9032
20,Coffey County,8360
20,Comanche County,1689
20,Cowley County,34549
20,Crawford County,38972
20,Decatur County,2764
20,Dickinson County,18402
20,Doniphan County,7510
20,Douglas County,118785
20,Edwards County,2907
20,Elk County,2483
20,Ellis County,28934
20,Ellsworth County,6376
20,Finney County,38470
20,Ford County,34287
20,Franklin County,25996
20,Geary County,36739
20,Gove County,2718
20,Graham County,2415
20,Grant County,7352
20,Gray County,5653
20,Greeley County,1284
20,Greenwood County,6016
20,Hamilton County,2518
20,Harper County,5485
20,Harvey County,34024
20,Haskell County,3780
20,Hodgeman County,1723
20,Jackson County,13232
20,Jefferson County,18368
20,Jewell County,2932
20,Johnson County,609863
20,Kearny County,3983
20,Kingman County,7470
20,Kiowa County,2460
20,Labette County,20184
20,Lane County,1574
20,Leavenworth County,81881
20,Lincoln County,2939
20,Linn County,9591
20,Logan County,2762
20,Lyon County,32179
20,McPherson County,30223
20,Marion County,11823
20,Marshall County,10038
20,Meade County,4055
20,Miami County,34191
20,Mitchell County,5796
20,Montgomery County,31486
20,Morris County,5386
20,Morton County,2701
20,Nemaha County,10273
20,Neosho County,15904
20,Ness County,2687
20,Norton County,5459
20,Osage County,15766
20,Osborne County,3500
20,Ottawa County,5735
20,Pawnee County,6253
20,Phillips County,4981
20,Pottawatomie County,25348
20,Pratt County,9157
20,Rawlins County,2561
20,Reno County,61898
20,Republic County,4674
20,Rice County,9427
20,Riley County,71959
20,Rooks County,4919
20,Rush County,2956
20,Russell County,6691
20,Saline County,54303
20,Scott County,5151
20,Sedgwick County,523824
20,Seward County,21964
20,Shawnee County,178909
20,Sheridan County,2447
20,Sherman County,5927
20,Smith County,3570
20,Stafford County,4072
20,Stanton County,2084
20,Stevens County,5250
20,Sumner County,22382
20,Thomas County,7930
20,Trego County,2808
20,Wabaunsee County,6877
20,Wallace County,1512
20,Washington County,5530
20,Wichita County,2152
20,Wilson County,8624
20,Woodson County,3115
20,Wyandotte County,169245
21,Adair County,18903
21,Allen County,20588
21,Anderson County,23852
21,Ballard County,7728
21,Barren County,44485
21,Bath County,12750
21,Bell County,24097
21,Boone County,135968
21,Bourbon County,20252
21,Boyd County,48261
21,Boyle County,30614
21,Bracken County,8400
21,Breathitt County,13718
21,Breckinridge County,20432
21,Bullitt County,82217
21,Butler County,12371
21,Caldwell County,12649
21,Calloway County,37103
21,Campbell County,93076
21,Carlisle County,4826
21,Carroll County,10810
21,Carter County,26627
21,Casey County,15941
21,Christian County,72748
21,Clark County,36972
21,Clay County,20345
21,Clinton County,9253
21,Crittenden County,8990
21,Cumberland County,5888
21,Daviess County,103312
21,Edmonson County,12126
21,Elliott County,7354
21,Estill County,14163
21,Fayette County,322570
21,Fleming County,15082
21,Floyd County,35942
21,Franklin County,51541
21,Fulton County,6515
21,Gallatin County,8690
21,Garrard County,16953
21,Grant County,24941
21,Graves County,36649
21,Grayson County,26420
21,Green County,11107
21,Greenup County,35962
21,Hancock County,9095
21,Hardin County,110702
21,Harlan County,26831
21,Harrison County,18692
21,Hart County,19288
21,Henderson County,44793
21,Henry County,15678
21,Hickman County,4521
21,Hopkins County,45423
21,Jackson County,12955
21,Jefferson County,782969
21,Jessamine County,52991
21,Johnson County,22680
21,Kenton County,169064
21,Knott County,14251
21,Knox County,30193
21,Larue County,14867
21,Laurel County,62613
21,Lawrence County,16293
21,Lee County,7395
21,Leslie County,10513
21,Letcher County,21548
21,Lewis County,13080
21,Lincoln County,24275
21,Livingston County,8888
21,Logan County,27432
21,Lyon County,8680
21,McCracken County,67875
21,McCreary County,16888
21,McLean County,9152
21,Madison County,92701
21,Magoffin County,11637
21,Marion County,19581
21,Marshall County,31659
21,Martin County,11287
21,Mason County,17120
21,Meade County,30003
21,Menifee County,6113
21,Mercer County,22641
21,Metcalfe County,10286
21,Monroe County,11338
21,Montgomery County,28114
21,Morgan County,13726
21,Muhlenberg County,30928
21,Nelson County,46738
21,Nicholas County,7537
21,Ohio County,23772
21,Oldham County,67607
21,Owen County,11278
21,Owsley County,4051
21,Pendleton County,14644
21,Perry County,28473
21,Pike County,58669
21,Powell County,13129
21,Pulaski County,65034
21,Robertson County,2193
21,Rockcastle County,16037
21,Rowan County,24662
21,Russell County,17991
21,Scott County,57155
21,Shelby County,48065
21,Simpson County,19594
21,Spencer County,19490
21,Taylor County,26023
21,Todd County,12243
21,Trigg County,14061
21,Trimble County,8474
21,Union County,13668
21,Warren County,134554
21,Washington County,12027
21,Wayne County,19555
21,Webster County,13017
21,Whitley County,36712
21,Wolfe County,6562
21,Woodford County,26871
22,Acadia Parish,57576
22,Allen Parish,22750
22,Ascension Parish,126500
22,Assumption Parish,21039
22,Avoyelles Parish,39693
22,Beauregard Parish,36549
22,Bienville Parish,12981
22,Bossier Parish,128746
22,Caddo Parish,237848
22,Calcasieu Parish,216785
22,Caldwell Parish,9645
22,Cameron Parish,5617
22,Catahoula Parish,8906
22,Claiborne Parish,14170
22,Concordia Parish,18687
22,De Soto Parish,26812
22,East Baton Rouge Parish,456781
22,East Carroll Parish,7459
22,East Feliciana Parish,19539
22,Evangeline Parish,32350
22,Franklin Parish,19774
22,Grant Parish,22169
22,Iberia Parish,69929
22,Iberville Parish,30241
22,Jackson Parish,15031
22,Jefferson Parish,440781
22,Jefferson Davis Parish,32250
22,Lafayette Parish,241753
22,Lafourche Parish,97557
22,LaSalle Parish,14791
22,Lincoln Parish,48396
22,Livingston Parish,142282
22,Madison Parish,10017
22,Morehouse Parish,25629
22,Natchitoches Parish,37515
22,Orleans Parish,383997
22,Ouachita Parish,160368
22,Plaquemines Parish,23515
22,Pointe Coupee Parish,20758
22,Rapides Parish,130023
22,Red River Parish,7620
22,Richland Parish,20043
22,Sabine Parish,22155
22,St. Bernard Parish,43764
22,St. Charles Parish,52549
22,St. Helena Parish,10920
22,St. James Parish,20192
22,St. John the Baptist Parish,42477
22,St. Landry Parish,82540
22,St. Martin Parish,51767
22,St. Mary Parish,49406
22,St. Tammany Parish,264570
22,Tangipahoa Parish,133157
22,Tensas Parish,4147
22,Terrebonne Parish,109580
22,Union Parish,21107
22,Vermilion Parish,57359
22,Vernon Parish,48750
22,Washington Parish,45463
22,Webster Parish,36967
22,West Baton Rouge Parish,27199
22,West Carroll Parish,9751
22,West Feliciana Parish,15310
22,Winn Parish,13755
23,Androscoggin County,111139
23,Aroostook County,67105
23,Cumberland County,303069
23,Franklin County,29456
23,Hancock County,55478
23,Kennebec County,123642
23,Knox County,40607
23,Lincoln County,35237
23,Oxford County,57777
23,Penobscot County,152199
23,Piscataquis County,16800
23,Sagadahoc County,36699
23,Somerset County,50477
23,Waldo County,39607
23,Washington County,31095
23,York County,211972
24,Allegany County,68106
24,Anne Arundel County,588261
24,Baltimore County,854535
24,Calvert County,92783
24,Caroline County,33293
24,Carroll County,172891
24,Cecil County,103725
24,Charles County,166617
24,Dorchester County,32531
24,Frederick County,271717
24,Garrett County,28806
24,Harford County,260924
24,Howard County,332317
24,Kent County,19198
24,Montgomery County,1062061
24,Prince George's County,967201
24,Queen Anne's County,49874
24,St. Mary's County,113777
24,Somerset County,24620
24,Talbot County,37526
24,Washington County,154705
24,Wicomico County,103588
24,Worcester County,52460
24,Baltimore city,585708
25,Barnstable County,228996
25,Berkshire County,129026
25,Bristol County,579200
25,Dukes County,20600
25,Essex County,809829
25,Franklin County,71029
25,Hampden County,465825
25,Hampshire County,162308
25,Middlesex County,1632002
25,Nantucket County,14255
25,Norfolk County,725981
25,Plymouth County,530819
25,Suffolk County,797936
25,Worcester County,862111
26,Alcona County,10167
26,Alger County,8842
26,Allegan County,120502
26,Alpena County,28907
26,Antrim County,23431
26,Arenac County,15002
